occurred_date,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day
2013-02-27,MURDER,N,2013-02-27 03:19:00,HOTEL / MOTEL / ETC.,2915 S IH 35 SVRD NB,78741.0,3.0,HE,2,C,2013-03-09 00:00:00,30.22676056,-97.74391451,2013,2,9,27
2013-03-31,MURDER,N,2013-03-31 03:16:00,PARKING LOTS / GARAGE,1000 TRINITY ST,78701.0,1.0,GE,1,C,2013-04-16 00:00:00,30.27093708,-97.73796715,2013,3,13,31
2013-04-09,CAPITAL MURDER,N,2013-04-09 21:16:00,PARKING LOTS / GARAGE,5700 CAMERON RD,78723.0,4.0,ID,5,C,2013-05-07 00:00:00,30.31554109,-97.70229583,2013,4,15,9
2013-04-12,CAPITAL MURDER,N,2013-04-13 15:41:00,RESIDENCE / HOME,5305 SUMMER DR,78741.0,3.0,HE,3,C,2014-01-29 00:00:00,30.23190396,-97.71161537,2013,4,15,12
2013-04-21,MURDER,N,2013-04-22 14:57:00,COMMERCIAL / OFFICE BUILDING,1146 AIRPORT BLVD,78702.0,3.0,CH,2,O,2013-04-22 00:00:00,30.27249373,-97.69767667,2013,4,16,21
2013-04-23,MURDER,N,2013-04-23 20:40:00,RESIDENCE / HOME,706 VALDEZ ST,78741.0,3.0,HE,5,O,2013-05-30 00:00:00,30.23468304,-97.69212977,2013,4,17,23
2013-04-25,MURDER,Y,2013-04-25 18:11:00,RESIDENCE / HOME,1601 E ANDERSON LN SVRD EB,78752.0,1.0,ID,2,C,2013-04-26 00:00:00,30.3312821,-97.68456126,2013,4,17,25
2013-06-21,MURDER,N,2013-06-21 03:05:00,FIELD / WOODS,425 S PLEASANT VALLEY RD,78741.0,3.0,HE,3,C,2013-06-21 00:00:00,30.24760623,-97.71352377,2013,6,25,21
2013-07-11,MURDER,Y,2013-07-11 15:36:00,RESIDENCE / HOME,8802 DITTMAR OAKS DR,78748.0,5.0,FR,3,C,2013-07-12 00:00:00,30.18308573,-97.8142304,2013,7,28,11
2013-07-13,CAPITAL MURDER,N,2013-07-15 21:53:00,RESIDENCE / HOME,360 NUECES ST,78701.0,9.0,GE,4,C,2013-11-15 00:00:00,30.26765491,-97.74962044,2013,7,28,13
2013-07-15,CAPITAL MURDER,N,2013-07-15 21:30:00,PARKING LOTS / GARAGE,7401 N LAMAR BLVD,78752.0,4.0,ID,8,O,2013-07-16 00:00:00,30.34064472,-97.7159184,2013,7,29,15
2013-07-19,MURDER,N,2013-07-19 04:04:00,RESIDENCE / HOME,3521 GONZALES ST,78702.0,3.0,CH,2,,,30.25735339,-97.70184429,2013,7,29,19
2013-07-26,MURDER,N,2013-07-26 16:09:00,STREETS / HWY / ROAD / ALLEY,3500 CRAWFORD AVE,78731.0,10.0,BA,6,C,2014-05-14 00:00:00,30.30684961,-97.74987702,2013,7,30,26
2013-09-05,MURDER,N,2013-09-05 13:54:00,RESIDENCE / HOME,4700 E RIVERSIDE DR,78741.0,3.0,HE,3,O,2013-11-04 00:00:00,30.23289806,-97.71880686,2013,9,36,5
2013-09-18,MURDER,Y,2013-09-18 18:33:00,RESIDENCE / HOME,4606 HORSESHOE BND,78731.0,10.0,BA,7,C,2013-09-19 00:00:00,30.32483418,-97.75767334,2013,9,38,18
2013-09-19,MURDER,N,2013-09-20 02:26:00,RESIDENCE / HOME,5802 MEADOW CREST,78744.0,2.0,FR,6,,,30.19147307,-97.7319334,2013,9,38,19
2013-10-06,MURDER,Y,2013-10-06 03:04:00,RESIDENCE / HOME,10610 MORADO CIR,78759.0,10.0,AD,7,C,2013-10-06 00:00:00,30.40390628,-97.75232436,2013,10,40,6
2013-10-29,MURDER,Y,2013-10-30 02:34:00,RESIDENCE / HOME,7304 TWIN CREST DR,78752.0,4.0,ID,8,C,2013-10-30 00:00:00,30.33615398,-97.708145,2013,10,44,29
2013-11-05,CAPITAL MURDER,N,2013-11-05 23:03:00,RESIDENCE / HOME,600 BARWOOD PARK,78753.0,4.0,ED,1,C,2013-11-19 00:00:00,30.34950001,-97.69667616,2013,11,45,5
2013-11-10,MURDER,N,2013-11-10 22:12:00,PARKING LOTS / GARAGE,10601 N LAMAR BLVD,78753.0,4.0,ED,1,N,2014-02-21 00:00:00,30.37454707,-97.68996444,2013,11,45,10
2013-12-04,MURDER,N,2013-12-04 05:42:00,PARKING LOTS / GARAGE,8307 JAMESTOWN DR,78758.0,4.0,ED,2,C,2013-12-04 00:00:00,30.35552383,-97.71428413,2013,12,49,4
2013-12-14,MURDER,Y,2013-12-14 19:40:00,RESIDENCE / HOME,6108 BOXCAR RUN,78745.0,2.0,FR,4,C,2013-12-17 00:00:00,30.20837559,-97.79672817,2013,12,50,14
2013-12-21,MURDER,Y,2013-12-21 01:29:00,RESIDENCE / HOME,1050 SPRINGDALE RD,78721.0,1.0,CH,4,C,2013-12-21 00:00:00,30.27085307,-97.69266431,2013,12,51,21
2013-12-31,MURDER,N,2013-12-31 23:49:00,OTHER / UNKNOWN,601 E 15TH ST,78701.0,1.0,BA,1,C,2013-12-31 00:00:00,30.27502739,-97.7337885,2013,12,1,31
2014-01-04,CAPITAL MURDER,N,2014-01-04 17:28:00,RESIDENCE / HOME,5603 PORSCHE LN,78749.0,8.0,DA,6,C,2014-01-13 00:00:00,30.23297116,-97.85274232,2014,1,1,4
2014-01-14,CAPITAL MURDER,N,2014-01-14 21:27:00,RESIDENCE / HOME,604 SWANSON CV,78748.0,2.0,FR,3,C,2014-01-23 00:00:00,30.17241763,-97.79572216,2014,1,3,14
2014-01-19,MURDER,N,2014-01-19 06:38:00,STREETS / HWY / ROAD / ALLEY,1408 SINGLETON AVE,78702.0,1.0,CH,3,C,2017-11-03 00:00:00,30.27734421,-97.7147923,2014,1,3,19
2014-02-01,MURDER,N,2014-02-01 11:01:00,RESIDENCE / HOME,10610 MORADO CIR,78759.0,10.0,AD,7,O,2014-02-01 00:00:00,30.40390628,-97.75232436,2014,2,5,1
2014-02-19,MURDER,Y,2014-02-19 15:35:00,COMMERCIAL / OFFICE BUILDING,13376 N US 183 HWY SVRD SB,78750.0,6.0,AD,6,,,30.44477067,-97.78909309,2014,2,8,19
2014-04-14,MURDER,N,2014-04-14 13:19:00,PARKING LOTS / GARAGE,2516 W PARMER LN,78727.0,7.0,AD,3,N,2016-04-09 00:00:00,30.41981108,-97.70259151,2014,4,16,14
2014-06-19,MURDER,Y,2014-06-19 09:01:00,RESIDENCE / HOME,12805 STATON DR,78727.0,7.0,AD,3,C,2014-06-24 00:00:00,30.41768699,-97.68770243,2014,6,25,19
2014-07-13,MURDER,Y,2014-07-14 04:19:00,RESIDENCE / HOME,6500 CHAMPION GRANDVIEW WAY,78750.0,10.0,AD,7,O,2014-07-14 00:00:00,30.36434915,-97.79232466,2014,7,28,13
2014-07-18,MURDER,N,2014-07-18 22:46:00,HOTEL / MOTEL / ETC.,9220 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2014-07-21 00:00:00,30.3575515,-97.68938363,2014,7,29,18
2014-08-11,MURDER,N,2014-08-11 01:24:00,RESIDENCE / HOME,5605 MANOR RD,78723.0,1.0,ID,4,C,2014-08-11 00:00:00,30.30376009,-97.68181726,2014,8,33,11
2014-09-12,CAPITAL MURDER,Y,2014-09-12 01:47:00,FIELD / WOODS,FELTER LN / BURLESON RD,78744.0,2.0,HE,6,C,2014-10-24 00:00:00,30.19742797,-97.70475251,2014,9,37,12
2014-09-22,MURDER,N,2014-09-22 23:59:00,PARKING LOTS / GARAGE,1100 E OLTORF ST,78704.0,9.0,HE,1,N,2021-02-12 00:00:00,30.23589625,-97.74495871,2014,9,39,22
2014-10-26,MURDER,N,2014-10-26 00:19:00,BAR / NIGHT CLUB,2406 S US 183 HWY SB,78744.0,2.0,HE,6,,,30.21333923,-97.68382426,2014,10,43,26
2014-10-27,MURDER,N,2014-10-27 18:20:00,CONVENIENCE STORE,102 W POWELL LN,78753.0,4.0,ED,1,C,2014-11-10 00:00:00,30.34801409,-97.70333819,2014,10,44,27
2014-10-28,MURDER,N,2014-10-28 22:07:00,RESIDENCE / HOME,2606 WHELESS LN,78723.0,1.0,ID,4,C,2015-01-29 00:00:00,30.30981334,-97.68060486,2014,10,44,28
2014-11-01,MURDER,Y,2014-11-01 01:09:00,RESIDENCE / HOME,5224 MC CARTY LN,78749.0,8.0,DA,6,C,2014-11-01 00:00:00,30.22668593,-97.85170342,2014,11,44,1
2014-11-15,MURDER,N,2014-11-15 08:05:00,RESIDENCE / HOME,127 E RIVERSIDE DR,78704.0,9.0,HE,1,O,2014-11-15 00:00:00,30.25576605,-97.7459816,2014,11,46,15
2014-11-20,MURDER,N,2014-11-20 00:25:00,RESIDENCE / HOME,8500 GEORGIAN DR,78753.0,4.0,ED,1,C,2014-12-09 00:00:00,30.35127602,-97.7009247,2014,11,47,20
2014-11-20,CAPITAL MURDER,N,2014-11-20 00:44:00,RESIDENCE / HOME,4900 E OLTORF ST,78741.0,3.0,HE,4,C,2015-07-17 00:00:00,30.22321317,-97.72145699,2014,11,47,20
2014-11-25,CAPITAL MURDER,N,2014-11-25 00:09:00,RESIDENCE / HOME,6409 SPRINGDALE RD,78723.0,1.0,CH,4,C,2014-12-03 00:00:00,30.30714138,-97.66939998,2014,11,48,25
2014-12-06,CAPITAL MURDER,N,2014-12-06 12:12:00,RESIDENCE / HOME,4605 TAMARACK TRL,78727.0,7.0,AD,3,C,2015-01-12 00:00:00,30.43131202,-97.71841691,2014,12,49,6
2014-12-10,MURDER,Y,2014-12-10 12:30:00,STREETS / HWY / ROAD / ALLEY,3509 LYONS RD,78702.0,3.0,CH,2,C,2014-12-16 00:00:00,30.26112157,-97.70064851,2014,12,50,10
2014-12-11,MURDER,N,2014-12-11 22:25:00,RESIDENCE / HOME,9601 MIDDLE FISKVILLE RD,78753.0,4.0,ED,7,N,2014-12-12 00:00:00,30.35940846,-97.68500671,2014,12,50,11
2014-12-13,CAPITAL MURDER,N,2014-12-16 09:00:00,RESIDENCE / HOME,7500 N LAMAR BLVD,78757.0,7.0,ID,7,O,2015-02-20 00:00:00,30.34274428,-97.71623878,2014,12,50,13
2014-12-15,CAPITAL MURDER,N,2014-12-15 10:56:00,RESIDENCE / HOME,1705 BRENTWOOD ST,78757.0,7.0,ID,7,C,2015-06-01 00:00:00,30.33884765,-97.73194829,2014,12,51,15
2015-01-19,MURDER,N,2015-01-19 01:49:00,FIELD / WOODS,8800 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2015-01-29 00:00:00,30.35225082,-97.69282075,2015,1,4,19
2015-02-12,MURDER,N,2015-02-12 06:00:00,OTHER / UNKNOWN,1840 BURTON DR,78741.0,3.0,HE,2,N,2018-04-12 00:00:00,30.23514518,-97.730019,2015,2,7,12
2015-03-06,MURDER,N,2015-03-06 12:14:00,PARKING LOTS / GARAGE,8500 E US 290 HWY SVRD WB,78754.0,1.0,ED,3,O,2016-04-21 00:00:00,30.32906394,-97.66063994,2015,3,10,6
2015-03-16,MURDER,Y,2015-03-16 21:47:00,RESIDENCE / HOME,309 DEEN AVE,78753.0,4.0,ED,1,C,2015-03-17 00:00:00,30.35474415,-97.70011649,2015,3,12,16
2015-04-03,MURDER,Y,2015-04-03 05:43:00,OTHER / UNKNOWN,1735 RUTLAND DR,78758.0,4.0,ED,2,C,2015-04-03 00:00:00,30.37699184,-97.71085251,2015,4,14,3
2015-04-12,MURDER,Y,2015-04-12 13:17:00,RESIDENCE / HOME,1803 E ANDERSON LN SVRD EB,78752.0,1.0,ID,2,C,2015-04-13 00:00:00,30.32959622,-97.68084089,2015,4,15,12
2015-04-21,MURDER,Y,2015-04-21 01:13:00,RESIDENCE / HOME,1703 J J SEABROOK DR,78721.0,1.0,CH,4,C,2015-04-21 00:00:00,30.28278547,-97.69005933,2015,4,17,21
2015-04-24,MURDER,N,2015-04-24 05:44:00,STREETS / HWY / ROAD / ALLEY,7300 BLOCK GAINES MILL LN,78745.0,5.0,FR,1,C,2017-03-08 00:00:00,30.19799094,-97.8089975,2015,4,17,24
2015-07-05,MURDER,N,2015-07-05 04:48:00,ABANDONED/CONDEMNED STRUCTURE,700 SAN JACINTO BLVD,78701.0,9.0,GE,2,O,2015-07-05 00:00:00,30.26857033,-97.7402044,2015,7,27,5
2015-07-17,MURDER,N,2015-07-17 05:51:00,RESIDENCE / HOME,510 W 26TH ST,78705.0,9.0,BA,1,C,2015-07-17 00:00:00,30.29099784,-97.7425778,2015,7,29,17
2015-08-03,MURDER,N,2015-08-03 22:04:00,PARKING LOTS / GARAGE,2800 LYONS RD,78702.0,3.0,CH,2,C,2015-08-03 00:00:00,30.2640271,-97.7075398,2015,8,32,3
2015-09-21,MURDER,N,2015-09-21 05:09:00,RESIDENCE / HOME,1159 NAVASOTA ST,78702.0,1.0,CH,2,C,2015-09-21 00:00:00,30.26939768,-97.7267601,2015,9,39,21
2015-11-06,CAPITAL MURDER,N,2015-11-06 22:16:00,RESIDENCE / HOME,2803 SCENIC DR,78703.0,10.0,BA,7,C,2016-09-26 00:00:00,30.30841249,-97.77321588,2015,11,45,6
2015-11-07,MURDER,N,2015-11-07 18:35:00,GAS / SERVICE STATIONS,1811 E CESAR CHAVEZ ST,78702.0,3.0,CH,1,C,2015-12-02 00:00:00,30.25699484,-97.7249279,2015,11,45,7
2015-11-12,MURDER,N,2015-11-12 01:08:00,RENTAL STORAGE FACILITY,1607 MATTHEWS LN,78745.0,5.0,FR,3,C,2015-12-01 00:00:00,30.19783985,-97.80357145,2015,11,46,12
2015-11-16,MURDER,Y,2015-11-16 23:42:00,RESIDENCE / HOME,5807 SWEENEY CIR,78723.0,1.0,ID,4,C,2015-11-16 00:00:00,30.30514919,-97.67903406,2015,11,47,16
2015-11-16,MURDER,Y,2015-11-17 00:59:00,RESIDENCE / HOME,7515 NORTHCREST BLVD,78752.0,4.0,ID,8,C,2015-11-30 00:00:00,30.34001928,-97.70886742,2015,11,47,16
2015-11-18,CAPITAL MURDER,N,2015-11-19 10:27:00,RESIDENCE / HOME,7140 LAS VENTANAS DR,78731.0,10.0,BA,8,C,2016-02-03 00:00:00,30.36537332,-97.77466941,2015,11,47,18
2015-11-18,CAPITAL MURDER,N,2015-11-18 20:16:00,RESIDENCE / HOME,6323 SHADOW BND,78745.0,2.0,FR,4,C,2016-02-03 00:00:00,30.1991411,-97.78072469,2015,11,47,18
2015-12-06,MURDER,Y,2015-12-06 17:11:00,RESIDENCE / HOME,202 HEARTWOOD DR,78745.0,3.0,DA,3,O,2015-12-06 00:00:00,30.21197152,-97.77398583,2015,12,49,6
2015-12-09,MURDER,N,2015-12-09 05:39:00,RESIDENCE / HOME,5004 ACORN GROVE CT,78744.0,2.0,FR,6,C,2017-11-30 00:00:00,30.19305518,-97.73196679,2015,12,50,9
2015-12-11,MURDER,N,2015-12-11 16:19:00,HOTEL / MOTEL / ETC.,7800 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2015-12-13 00:00:00,30.34099084,-97.70031432,2015,12,50,11
2015-12-12,MURDER,N,2015-12-12 01:43:00,CONVENIENCE STORE,4718 S US 183 HWY SB,78744.0,2.0,HE,6,O,2017-06-13 00:00:00,30.18362034,-97.6878841,2015,12,50,12
2016-01-22,MURDER,N,2016-01-22 03:01:00,RESIDENCE / HOME,306 E POWELL LN,78753.0,4.0,ED,1,C,2016-01-26 00:00:00,30.34656766,-97.7005363,2016,1,3,22
2016-03-01,MURDER,N,2016-03-01 07:03:00,STREETS / HWY / ROAD / ALLEY,4600 BLOCK SPRINGDALE RD,78723.0,1.0,CH,4,C,2016-04-13 00:00:00,30.28759449,-97.68160531,2016,3,9,1
2016-03-04,CAPITAL MURDER,Y,2016-03-04 10:23:00,RESIDENCE / HOME,605 MASTERSON PASS,78753.0,4.0,ED,1,C,2016-03-10 00:00:00,30.36920586,-97.69116707,2016,3,9,4
2016-04-02,CAPITAL MURDER,N,2016-04-03 11:33:00,RESIDENCE / HOME,6808 MONTANA ST,78741.0,3.0,HE,5,C,2019-04-15 00:00:00,30.23045604,-97.6932114,2016,4,13,2
2016-04-08,MURDER,N,2016-04-08 01:11:00,TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS),831 W RUNDBERG LN,78758.0,4.0,ED,1,C,2016-04-09 00:00:00,30.36352174,-97.69829734,2016,4,14,8
2016-05-08,MURDER,N,2016-05-08 02:28:00,PARKING LOTS / GARAGE,8610 N LAMAR BLVD,78758.0,4.0,ED,2,C,2016-05-08 00:00:00,30.3551549,-97.70364774,2016,5,18,8
2016-05-14,MURDER,N,2016-05-14 04:19:00,PARKING LOTS / GARAGE,833 FAIRFIELD DR,78758.0,4.0,ED,2,N,2017-02-09 00:00:00,30.35644463,-97.70404072,2016,5,19,14
2016-05-20,MURDER,N,2016-05-20 01:45:00,PARKING LOTS / GARAGE,2508 E RIVERSIDE DR,78741.0,3.0,HE,2,C,2016-05-20 00:00:00,30.23581427,-97.72262391,2016,5,20,20
2016-06-05,MURDER,N,2016-06-05 01:56:00,STREETS / HWY / ROAD / ALLEY,1044 NORWOOD PARK BLVD,78753.0,4.0,ID,2,C,2016-06-06 00:00:00,30.3365449,-97.69155742,2016,6,22,5
2016-06-13,MURDER,N,2016-06-14 00:27:00,RESIDENCE / HOME,5800 WELLINGTON DR,78723.0,1.0,ID,4,,,30.31066814,-97.68829704,2016,6,24,13
2016-06-16,MURDER,N,2016-06-16 04:36:00,PARKING LOTS / GARAGE,5810 SWEENEY CIR,78723.0,1.0,ID,4,,,30.30580258,-97.67950741,2016,6,24,16
2016-06-25,MURDER,N,2016-06-25 03:34:00,PARKING LOTS / GARAGE,9034 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2016-06-29 00:00:00,30.35587055,-97.69042871,2016,6,25,25
2016-07-01,MURDER,N,2016-07-01 11:10:00,PARKING LOTS / GARAGE,903 MONTOPOLIS DR,78741.0,3.0,HE,5,C,2016-07-01 00:00:00,30.23528706,-97.6966174,2016,7,26,1
2016-07-16,MURDER,N,2016-07-16 01:14:00,STREETS / HWY / ROAD / ALLEY,7414 JOHNNY MORRIS RD,78724.0,1.0,CH,7,O,2016-12-21 00:00:00,30.30979082,-97.64336177,2016,7,28,16
2016-07-18,MURDER,N,2016-07-18 11:34:00,RESIDENCE / HOME,6200 LOYOLA LN,78724.0,1.0,CH,7,C,2016-07-18 00:00:00,30.30161114,-97.65044897,2016,7,29,18
2016-07-18,MURDER,N,2016-07-18 03:12:00,RESIDENCE / HOME,6263 MC NEIL DR,78727.0,6.0,AD,3,C,2016-07-18 00:00:00,30.44139787,-97.74748262,2016,7,29,18
2016-07-20,CAPITAL MURDER,N,2016-07-20 14:06:00,RESIDENCE / HOME,11040 KIRKOSWALD RD,78754.0,1.0,CH,8,N,2017-04-19 00:00:00,30.34790944,-97.62263087,2016,7,29,20
2016-07-21,MURDER,N,2016-07-21 10:32:00,STREETS / HWY / ROAD / ALLEY,2400 FALLWELL LN,78617.0,2.0,HE,8,,,30.20745331,-97.62713267,2016,7,29,21
2016-07-31,MURDER,N,2016-07-31 02:15:00,STREETS / HWY / ROAD / ALLEY,200 BLOCK E 6TH ST,78701.0,9.0,GE,2,C,2016-08-03 00:00:00,30.26780114,-97.74120096,2016,7,30,31
2016-08-08,CAPITAL MURDER,N,2016-08-09 02:14:00,OTHER / UNKNOWN,901 WAGON TRL,78758.0,4.0,ED,1,C,2016-08-23 00:00:00,30.37806094,-97.69124484,2016,8,32,8
2016-08-14,MURDER,N,2016-08-14 02:24:00,RESIDENCE / HOME,5020 MANOR RD,78723.0,9.0,BA,4,C,2016-09-29 00:00:00,30.29777673,-97.68761074,2016,8,32,14
2016-09-08,MURDER,N,2016-09-08 16:57:00,FIELD / WOODS,12400 BLOCK N FM 620 RD,78613.0,6.0,AD,6,N,2017-04-19 00:00:00,30.46437539,-97.80931727,2016,9,36,8
2016-10-15,MURDER,N,2016-10-15 03:16:00,STREETS / HWY / ROAD / ALLEY,200 BLOCK E WELLS BRANCH PKWY,78660.0,7.0,ED,6,N,2017-06-20 00:00:00,30.42996183,-97.65059593,2016,10,41,15
2016-10-18,CAPITAL MURDER,Y,2016-10-18 15:56:00,RESIDENCE / HOME,612 DENSON DR,78752.0,4.0,ID,6,C,2016-10-21 00:00:00,30.32953578,-97.72130218,2016,10,42,18
2016-10-30,MURDER,N,2016-10-30 00:55:00,RESIDENCE / HOME,1231 ARMADILLO RD,78745.0,2.0,FR,4,O,2018-06-06 00:00:00,30.20192224,-97.79653032,2016,10,43,30
2016-11-02,CAPITAL MURDER,N,2016-11-02 01:32:00,PARKING LOTS / GARAGE,5355 N IH 35 SVRD NB,78723.0,4.0,ID,5,C,2016-11-08 00:00:00,30.31321176,-97.70726972,2016,11,44,2
2016-11-06,MURDER,N,2016-11-06 20:53:00,STREETS / HWY / ROAD / ALLEY,7400 BLOCK GENEVA DR,78723.0,1.0,ID,3,C,2016-11-28 00:00:00,30.32303246,-97.67745466,2016,11,44,6
2016-11-09,MURDER,N,2016-11-09 07:26:00,STREETS / HWY / ROAD / ALLEY,1400 BLOCK MEANDER DR,78721.0,1.0,CH,5,O,2021-01-08 00:00:00,30.27925196,-97.67944828,2016,11,45,9
2016-11-16,MURDER,N,2016-11-16 14:40:00,RESIDENCE / HOME,8800 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2016-11-16 00:00:00,30.35225082,-97.69282075,2016,11,46,16
2016-11-29,MURDER,N,2016-11-29 20:08:00,GAS / SERVICE STATIONS,7200 N IH 35 SVRD SB,78752.0,4.0,ID,8,C,2016-11-30 00:00:00,30.33336535,-97.70466653,2016,11,48,29
2016-12-09,MURDER,N,2016-12-10 07:56:00,RESIDENCE / HOME,7709 WHITSUN DR,78749.0,8.0,DA,7,O,2016-12-10 00:00:00,30.20568038,-97.83703791,2016,12,49,9
2016-12-18,MURDER,Y,2016-12-18 00:23:00,RESIDENCE / HOME,4509 WALTON HEATH CIR,78747.0,5.0,FR,7,C,2016-12-18 00:00:00,30.13339667,-97.78686183,2016,12,50,18
2016-12-18,MURDER,Y,2016-12-19 00:12:00,RESIDENCE / HOME,2713 S CONGRESS AVE,78704.0,3.0,DA,2,C,2016-12-19 00:00:00,30.23432644,-97.75644781,2016,12,50,18
2016-12-29,MURDER,N,2016-12-29 01:27:00,RESIDENCE / HOME,12907 QUINN TRL,78727.0,6.0,AD,3,C,2017-01-03 00:00:00,30.43741246,-97.74106681,2016,12,52,29
2017-01-18,MURDER,N,2017-01-18 20:50:00,PARKING LOTS / GARAGE,1701 E RIVERSIDE DR,78741.0,9.0,HE,1,C,2017-01-23 00:00:00,30.24437848,-97.73058102,2017,1,3,18
2017-02-05,MURDER,N,2017-02-05 02:57:00,STREETS / HWY / ROAD / ALLEY,9049 GALEWOOD DR,78758.0,4.0,ED,2,C,2017-02-08 00:00:00,30.36796982,-97.71444728,2017,2,5,5
2017-02-23,MURDER,N,2018-05-03 09:26:00,STREETS / HWY / ROAD / ALLEY,5600 PURPLE SAGE DR,78724.0,1.0,CH,7,C,2018-05-08 00:00:00,30.30968426,-97.65469098,2017,2,8,23
2017-03-10,MURDER,N,2017-03-10 19:53:00,STREETS / HWY / ROAD / ALLEY,1603 E 7TH ST,78702.0,3.0,CH,1,C,2017-05-05 00:00:00,30.26358801,-97.72590307,2017,3,10,10
2017-03-12,MURDER,Y,2017-03-12 18:43:00,RESIDENCE / HOME,916 BIRD CREEK DR,78758.0,4.0,ED,1,N,2017-03-13 00:00:00,30.37159208,-97.69712841,2017,3,10,12
2017-03-26,MURDER,N,2017-03-27 00:14:00,RESIDENCE / HOME,300 CARMEN CT,78752.0,4.0,ID,8,C,2017-04-11 00:00:00,30.3356347,-97.70749961,2017,3,12,26
2017-04-06,MURDER,N,2017-04-06 05:58:00,PARKING LOTS / GARAGE,1881 GROVE BLVD,78741.0,3.0,HE,3,C,2017-04-07 00:00:00,30.22863192,-97.70615517,2017,4,14,6
2017-05-02,MURDER,Y,2017-05-03 12:51:00,RESIDENCE / HOME,7609 WEST GATE BLVD,78745.0,5.0,FR,1,O,2017-05-23 00:00:00,30.19980446,-97.82023775,2017,5,18,2
2017-05-19,MURDER,N,2017-05-19 07:09:00,PARKING LOTS / GARAGE,611 S CONGRESS AVE,78704.0,9.0,HE,1,,,30.25534382,-97.7471366,2017,5,20,19
2017-06-08,CAPITAL MURDER,N,2017-06-08 23:10:00,PARKING LOTS / GARAGE,4509 E ST ELMO RD,78744.0,2.0,FR,5,C,2017-06-09 00:00:00,30.20549246,-97.73862345,2017,6,23,8
2017-06-20,MURDER,Y,2017-06-20 23:39:00,RESIDENCE / HOME,5608 CORDELL LN,78723.0,1.0,ID,4,O,2017-06-20 00:00:00,30.3019876,-97.67923196,2017,6,25,20
2017-07-09,MURDER,N,2017-07-09 01:12:00,PARKING LOTS / GARAGE,2501 ANKEN DR,78741.0,3.0,HE,2,C,2017-07-12 00:00:00,30.22935836,-97.72771402,2017,7,27,9
2017-07-26,MURDER,N,2017-07-26 19:48:00,PARKING LOTS / GARAGE,6700 GUADALUPE ST,78752.0,4.0,ID,6,C,2017-08-08 00:00:00,30.33351885,-97.71755122,2017,7,30,26
2017-08-03,MURDER,N,2017-08-03 23:30:00,STREETS / HWY / ROAD / ALLEY,6600 BLOCK MARBLE CREEK LOOP,78747.0,2.0,FR,7,O,2017-10-17 00:00:00,30.16079021,-97.74018754,2017,8,31,3
2017-08-13,MURDER,N,2017-08-14 03:30:00,GAS / SERVICE STATIONS,2545 W ANDERSON LN,78757.0,7.0,BA,6,C,2017-08-14 00:00:00,30.35638593,-97.73231888,2017,8,32,13
2017-08-20,MURDER,N,2017-08-20 06:48:00,PARKING LOTS / GARAGE,8930 GALEWOOD DR,78758.0,4.0,ED,2,N,2018-01-10 00:00:00,30.36649157,-97.71600036,2017,8,33,20
2017-08-27,MURDER,N,2017-08-31 12:46:00,RESIDENCE / HOME,7500 BERKMAN DR,78752.0,1.0,ID,2,C,2017-09-05 00:00:00,30.32878255,-97.68765142,2017,8,34,27
2017-09-12,MURDER,N,2017-09-12 16:32:00,CONVENIENCE STORE,1701 E PARMER LN,78754.0,1.0,ED,5,,,30.38596148,-97.64839387,2017,9,37,12
2017-10-08,MURDER,N,2017-10-08 21:22:00,PARKING LOTS / GARAGE,500 E STASSNEY LN,78745.0,3.0,DA,3,C,2017-10-12 00:00:00,30.2026404,-97.77030675,2017,10,40,8
2017-10-29,MURDER,Y,2017-10-29 06:14:00,RESIDENCE / HOME,5501 AVENUE F,78751.0,4.0,ID,6,C,2017-10-30 00:00:00,30.31991122,-97.71949572,2017,10,43,29
2017-12-15,MURDER,N,2017-12-15 06:45:00,RESIDENCE / HOME,5007 LYNNWOOD ST,78756.0,7.0,BA,6,C,2017-12-18 00:00:00,30.32216616,-97.74006382,2017,12,50,15
2017-12-26,CAPITAL MURDER,N,2017-12-26 23:45:00,PARKING LOTS / GARAGE,6600 ED BLUESTEIN BLVD SB,78723.0,1.0,CH,4,C,2017-12-29 00:00:00,30.30551917,-97.66162802,2017,12,52,26
2018-01-21,MURDER,Y,2018-01-21 16:46:00,STREETS / HWY / ROAD / ALLEY,5300 BLOCK WELLINGTON DR,78723.0,1.0,ID,4,C,2018-01-22 00:00:00,30.30098396,-97.68549425,2018,1,3,21
2018-03-01,MURDER,Y,2018-03-01 12:04:00,RESIDENCE / HOME,5413 LA LOMA LN,78617.0,2.0,HE,7,C,2018-03-02 00:00:00,30.17424764,-97.63076595,2018,3,9,1
2018-03-02,MURDER,N,2018-03-02 06:55:00,RESIDENCE / HOME,1112 HAVERFORD DR,78753.0,7.0,ED,6,,,30.40601532,-97.64868575,2018,3,9,2
