occurred_date,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day
2008-04-06,MURDER,N,2008-04-06 15:38:00,RESIDENCE / HOME,7600 URAY DR,78724.0,1.0,CH,7,,,30.31593255,-97.65400396,2008,4,14,6
2008-04-07,MURDER,Y,2008-04-07 00:50:00,RESIDENCE / HOME,5810 LIBYAN DR,78745.0,2.0,FR,4,C,2008-04-07 00:00:00,30.2096279,-97.7919201,2008,4,15,7
2008-05-28,MURDER,Y,2008-05-28 02:45:00,PARKING LOTS / GARAGE,833 FAIRFIELD DR,78758.0,4.0,ED,2,N,2008-05-29 00:00:00,30.35644463,-97.70404072,2008,5,22,28
2008-06-15,CAPITAL MURDER,N,2008-06-15 06:58:00,RESIDENCE / HOME,1200 E 52ND ST,78723.0,4.0,ID,5,C,2008-08-29 00:00:00,30.30952702,-97.70730659,2008,6,24,15
2008-06-27,MURDER,Y,2008-06-28 02:07:00,RESIDENCE / HOME,112 W NORTH LOOP BLVD,78751.0,9.0,ID,6,C,2008-06-29 00:00:00,30.3183197,-97.7230514,2008,6,26,27
2008-07-03,MURDER,N,2008-07-03 01:00:00,RESIDENCE / HOME,1173 HARVEY ST,78702.0,1.0,CH,2,C,2008-07-05 00:00:00,30.27529193,-97.70241366,2008,7,27,3
2008-07-09,MURDER,Y,2008-07-09 18:09:00,RESIDENCE / HOME,6118 FAIRWAY ST,78741.0,3.0,HE,3,C,2008-07-17 00:00:00,30.22900387,-97.70310447,2008,7,28,9
2008-07-28,MURDER,N,2008-07-28 01:09:00,PARKING LOTS / GARAGE,1900 E RIVERSIDE DR,78741.0,3.0,HE,2,N,2016-05-12 00:00:00,30.24327597,-97.72843451,2008,7,31,28
2008-07-28,MURDER,N,2008-07-28 01:11:00,STREETS / HWY / ROAD / ALLEY,2008 THRASHER LN,78741.0,3.0,HE,5,C,2008-07-31 00:00:00,30.22215513,-97.70081118,2008,7,31,28
2008-08-06,MURDER,N,2008-08-06 00:22:00,RESIDENCE / HOME,1103 N MEADOWS DR,78758.0,4.0,ED,1,C,2008-08-06 00:00:00,30.37678875,-97.69625042,2008,8,32,6
2008-08-12,MURDER,N,2008-08-12 22:59:00,STREETS / HWY / ROAD / ALLEY,1100 BLOCK E RUNDBERG LN,78753.0,4.0,ED,7,,,30.35509454,-97.68254679,2008,8,33,12
2008-08-25,MURDER,N,2008-08-25 23:50:00,PARKING LOTS / GARAGE,1912 HEARTHSTONE DR,78757.0,7.0,ID,7,C,2008-08-26 00:00:00,30.36702404,-97.72201865,2008,8,35,25
2008-10-11,MURDER,N,2008-10-11 13:03:00,RESIDENCE / HOME,9800 BLOCK ABERDEEN WAY,78753.0,4.0,ED,7,C,2008-11-05 00:00:00,,,2008,10,41,11
2008-10-25,MURDER,N,2008-10-25 23:58:00,PARKING LOTS / GARAGE,1907 E RIVERSIDE DR,78741.0,3.0,HE,2,C,2008-10-26 00:00:00,30.24206795,-97.72935088,2008,10,43,25
2008-10-30,MURDER,N,2008-10-30 01:57:00,BANKS / SAVINGS & LOAN,6575 DECKER LN,78724.0,1.0,CH,7,,,30.29005108,-97.62819845,2008,10,44,30
2008-12-19,MURDER,N,2008-12-19 22:48:00,RESIDENCE / HOME,2201 MONTOPOLIS DR,78741.0,3.0,HE,5,C,2009-09-21 00:00:00,30.22249725,-97.70447881,2008,12,51,19
2008-12-26,MURDER,Y,2008-12-26 14:14:00,DRUG STORE / DR. OFFICE / HOSPITAL,900 E 30TH ST,78705.0,9.0,BA,1,O,2008-12-26 00:00:00,30.28907858,-97.72619058,2008,12,52,26
2009-01-11,MURDER,N,2009-01-11 02:52:00,RESIDENCE / HOME,4700 E RIVERSIDE DR,78741.0,3.0,HE,3,C,2009-01-12 00:00:00,30.23289806,-97.71880686,2009,1,2,11
2009-04-01,CAPITAL MURDER,N,2009-04-02 10:45:00,RESIDENCE / HOME,1105 DARVONE CIR,78745.0,5.0,FR,3,C,2009-04-02 00:00:00,30.18708833,-97.80256446,2009,4,14,1
2009-05-21,MURDER,N,2009-05-21 11:54:00,FIELD / WOODS,6600 BLOCK S MOPAC EXPY SVRD SB,78749.0,8.0,DA,6,C,2009-05-25 00:00:00,30.2229024,-97.83533552,2009,5,21,21
2009-05-25,MURDER,Y,2009-05-27 15:23:00,RESIDENCE / HOME,7705 MEADOWVIEW LN,78752.0,4.0,ID,8,C,2009-05-27 00:00:00,30.34210229,-97.70824315,2009,5,22,25
2009-05-31,CAPITAL MURDER,N,2009-05-31 06:52:00,RESIDENCE / HOME,7000 DECKER LN,78724.0,1.0,CH,7,C,2009-06-02 00:00:00,30.29674707,-97.62618511,2009,5,22,31
2009-06-19,MURDER,N,2009-06-19 02:44:00,PARKING LOTS / GARAGE,2215 TOWN LAKE CIR,78741.0,3.0,HE,2,O,2009-11-03 00:00:00,30.24056887,-97.72515302,2009,6,25,19
2009-07-08,MURDER,N,2009-07-08 08:48:00,STREETS / HWY / ROAD / ALLEY,2413 E 7TH ST,78702.0,3.0,CH,1,O,2010-02-12 00:00:00,30.26073811,-97.71454882,2009,7,28,8
2009-07-18,MURDER,N,2009-07-18 01:06:00,RESIDENCE / HOME,1301 PARSONS DR,78758.0,4.0,ED,4,C,2009-07-18 00:00:00,30.38322905,-97.69633125,2009,7,29,18
2009-07-20,MURDER,N,2009-07-20 02:20:00,STREETS / HWY / ROAD / ALLEY,9200 NORTH PLZ,78753.0,4.0,ED,3,O,2009-11-12 00:00:00,30.35460168,-97.68584909,2009,7,30,20
2009-07-21,CAPITAL MURDER,N,2009-07-21 17:17:00,RESIDENCE / HOME,904 W 21ST ST,78705.0,9.0,BA,2,C,2009-07-24 00:00:00,30.28490537,-97.74691182,2009,7,30,21
2009-07-29,MURDER,N,2009-07-29 01:06:00,PARKING LOTS / GARAGE,744 W WILLIAM CANNON DR,78745.0,2.0,FR,4,C,2009-12-14 00:00:00,30.19835668,-97.78926252,2009,7,31,29
2009-08-16,MURDER,N,2009-08-16 01:17:00,STREETS / HWY / ROAD / ALLEY,525 W BEN WHITE BLVD SVRD EB,78745.0,3.0,DA,3,C,2009-08-16 00:00:00,30.22579221,-97.76946751,2009,8,33,16
2009-08-20,MURDER,N,2009-08-20 02:28:00,STREETS / HWY / ROAD / ALLEY,2300 BLOCK WILLOW ST,78702.0,3.0,CH,1,C,2010-09-17 00:00:00,,,2009,8,34,20
2009-08-25,MURDER,N,2009-08-26 01:45:00,RESIDENCE / HOME,3404 PICKLE DR,78702.0,3.0,CH,2,C,2009-11-28 00:00:00,30.26742769,-97.69875286,2009,8,35,25
2009-08-31,MURDER,N,2009-08-31 23:49:00,STREETS / HWY / ROAD / ALLEY,MANOR RD / E 51ST ST,78723.0,1.0,ID,4,O,2012-03-20 00:00:00,30.29818075,-97.68706401,2009,8,36,31
2009-09-26,MURDER,N,2009-09-26 21:20:00,OTHER / UNKNOWN,12300 BLOCK WILLOW WILD DR,78758.0,7.0,ED,4,C,2009-10-26 00:00:00,30.40644521,-97.68592304,2009,9,39,26
2009-10-13,MURDER,N,2009-10-13 12:34:00,FIELD / WOODS,502 PAMPA DR,78752.0,4.0,ID,8,,,30.33354485,-97.71613004,2009,10,42,13
2009-10-24,MURDER,N,2009-10-24 21:33:00,GROCERY / SUPERMARKET,2508 E RIVERSIDE DR,78741.0,3.0,HE,2,,,30.23581427,-97.72262391,2009,10,43,24
2009-12-13,MURDER,N,2009-12-13 14:59:00,RESTAURANTS,5433 S CONGRESS AVE,78745.0,3.0,DA,3,C,2010-01-06 00:00:00,30.20611435,-97.77389719,2009,12,50,13
2009-12-27,MURDER,N,2009-12-27 19:30:00,RESIDENCE / HOME,8805 NORTH PLZ,78753.0,4.0,ED,3,C,2010-08-19 00:00:00,30.35019869,-97.68786634,2009,12,52,27
2010-01-06,CAPITAL MURDER,N,2010-01-06 00:44:00,STREETS / HWY / ROAD / ALLEY,4600 BLOCK BANDERA RD,78721.0,1.0,CH,4,C,2010-01-21 00:00:00,30.28354407,-97.68257857,2010,1,1,6
2010-01-21,MURDER,Y,2010-01-21 12:48:00,RESIDENCE / HOME,2205 MONARCH DR,78748.0,5.0,FR,1,,,30.177344,-97.82576004,2010,1,3,21
2010-01-30,CAPITAL MURDER,N,2010-01-30 03:41:00,RESIDENCE / HOME,7308 BETHUNE AVE,78752.0,4.0,ID,1,C,2010-01-31 00:00:00,30.33204119,-97.69737207,2010,1,4,30
2010-02-18,MURDER,N,2010-02-18 09:56:00,COMMERCIAL / OFFICE BUILDING,9430 RESEARCH BLVD SVRD SB,78759.0,10.0,BA,8,O,2010-02-18 00:00:00,30.38467468,-97.74434992,2010,2,7,18
2010-03-03,MURDER,N,2010-03-30 16:55:00,PARKING LOTS / GARAGE,3421 W WILLIAM CANNON DR,78745.0,5.0,FR,1,C,2010-03-30 00:00:00,30.21291809,-97.82952007,2010,3,9,3
2010-03-27,MURDER,N,2010-03-27 23:07:00,RESIDENCE / HOME,1610 CHIPPEWAY LN,78745.0,2.0,FR,4,C,2013-09-13 00:00:00,30.20667169,-97.79804267,2010,3,12,27
2010-03-27,MURDER,N,2010-04-01 09:57:00,RESIDENCE / HOME,909 REINLI ST,78751.0,4.0,ID,6,N,2016-05-17 00:00:00,30.31933181,-97.71011487,2010,3,12,27
2010-04-07,MURDER,N,2010-04-07 21:20:00,STREETS / HWY / ROAD / ALLEY,1402 BRAES RIDGE DR,78723.0,4.0,ID,5,C,2010-11-17 00:00:00,30.31530222,-97.6982985,2010,4,14,7
2010-04-10,MURDER,N,2010-04-10 02:38:00,PARKING LOTS / GARAGE,8700 BRODIE LN,78749.0,8.0,DA,7,C,2012-09-06 00:00:00,30.19699858,-97.84159666,2010,4,14,10
2010-04-10,MURDER,N,2010-04-11 08:15:00,PARKING LOTS / GARAGE,2104 E ANDERSON LN SVRD WB,78754.0,1.0,ID,2,,,30.33001143,-97.67817885,2010,4,14,10
2010-04-13,MURDER,N,2010-04-13 12:46:00,OTHER / UNKNOWN,6307 BLUFF SPRINGS RD,78744.0,2.0,FR,8,C,2010-09-09 00:00:00,30.19139271,-97.76555536,2010,4,15,13
2010-04-15,MURDER,Y,2010-04-15 16:33:00,PARKING LOTS / GARAGE,5901 E STASSNEY LN,78744.0,2.0,FR,6,O,2010-04-15 00:00:00,30.19112787,-97.73091691,2010,4,15,15
2010-05-15,CAPITAL MURDER,N,2010-05-15 06:56:00,STREETS / HWY / ROAD / ALLEY,1500 BLOCK BURTON DR,78741.0,3.0,HE,2,,,30.2380651,-97.72780852,2010,5,19,15
2010-06-30,MURDER,N,2010-06-30 13:57:00,HOTEL / MOTEL / ETC.,9220 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2010-10-06 00:00:00,30.3575515,-97.68938363,2010,6,26,30
2010-07-11,MURDER,N,2010-07-11 03:09:00,PARKING LOTS / GARAGE,8610 N LAMAR BLVD,78758.0,4.0,ED,2,O,2010-09-07 00:00:00,30.3551549,-97.70364774,2010,7,27,11
2010-07-19,MURDER,N,2010-07-19 19:01:00,RESIDENCE / HOME,2601 HOEKE LN,78744.0,2.0,HE,6,C,2010-07-20 00:00:00,30.21362723,-97.68857602,2010,7,29,19
2010-08-04,MURDER,N,2010-08-04 08:03:00,COMMERCIAL / OFFICE BUILDING,745 BASTROP HWY NB,78742.0,3.0,HE,5,O,2011-02-16 00:00:00,30.23413652,-97.68311432,2010,8,31,4
2010-08-04,CAPITAL MURDER,N,2010-08-04 06:03:00,PARKING LOTS / GARAGE,1822 RUTLAND DR,78758.0,4.0,ED,2,N,2010-09-05 00:00:00,30.37887031,-97.71165791,2010,8,31,4
2010-08-30,MURDER,Y,2010-08-30 20:42:00,RESIDENCE / HOME,1901 ROGGE LN,78723.0,4.0,ID,4,N,2010-09-01 00:00:00,30.30667635,-97.69371908,2010,8,35,30
2010-09-05,MURDER,N,2010-09-05 01:24:00,RESIDENCE / HOME,408 E WONSLEY DR,78753.0,4.0,ED,1,N,2010-09-24 00:00:00,30.34512621,-97.70065808,2010,9,35,5
2010-09-05,MURDER,N,2010-09-05 22:40:00,RESIDENCE / HOME,9900 MC NEIL DR,78750.0,10.0,AD,8,O,2010-09-05 00:00:00,30.39515474,-97.83344574,2010,9,35,5
2010-09-21,MURDER,Y,2010-09-21 13:54:00,STREETS / HWY / ROAD / ALLEY,5809 WAR ADMIRAL DR,78617.0,2.0,HE,7,C,2010-09-24 00:00:00,30.17017728,-97.6098837,2010,9,38,21
2010-09-25,MURDER,N,2010-09-25 00:13:00,STREETS / HWY / ROAD / ALLEY,845 N MEADOWS DR,78758.0,4.0,ED,1,O,2011-05-11 00:00:00,30.37497544,-97.69260137,2010,9,38,25
2010-09-25,MURDER,N,2010-09-25 21:52:00,PARKING LOTS / GARAGE,1137 GUNTER ST,78721.0,1.0,CH,4,O,2011-05-23 00:00:00,30.26922352,-97.69513602,2010,9,38,25
2010-10-24,MURDER,N,2010-10-24 18:40:00,RESIDENCE / HOME,1405 BRAES RIDGE DR,78723.0,4.0,ID,5,C,2010-11-26 00:00:00,30.31491568,-97.69835978,2010,10,42,24
2010-10-27,MURDER,Y,2010-10-27 04:19:00,RESIDENCE / HOME,701 W LONGSPUR BLVD,78753.0,4.0,ED,1,C,2010-10-27 00:00:00,30.36652912,-97.69300709,2010,10,43,27
2010-10-28,CAPITAL MURDER,Y,2010-10-28 21:18:00,RESIDENCE / HOME,1811 J J SEABROOK DR,78721.0,1.0,CH,4,C,2010-10-28 00:00:00,30.28436164,-97.69033625,2010,10,43,28
2010-10-31,MURDER,N,2010-10-31 22:11:00,STREETS / HWY / ROAD / ALLEY,1900 BLOCK S PLEASANT VALLEY RD,78741.0,3.0,HE,2,C,2010-10-31 00:00:00,30.23691391,-97.72084572,2010,10,43,31
2010-11-02,MURDER,Y,2010-11-02 05:17:00,RESIDENCE / HOME,12320 TOMANET TRL,78758.0,7.0,AD,3,N,2010-12-31 00:00:00,30.41508138,-97.7035774,2010,11,44,2
2010-11-07,MURDER,N,2010-11-07 01:09:00,BAR / NIGHT CLUB,2037 AIRPORT BLVD,78723.0,1.0,CH,4,C,2010-11-09 00:00:00,30.28447223,-97.70480646,2010,11,44,7
2010-11-09,MURDER,N,2010-11-09 14:36:00,STREETS / HWY / ROAD / ALLEY,2200 BLOCK BURTON DR,78741.0,3.0,HE,2,C,2010-11-09 00:00:00,30.23234074,-97.73277101,2010,11,45,9
2010-11-14,MURDER,Y,2010-11-14 17:22:00,RESIDENCE / HOME,1137 GUNTER ST,78721.0,1.0,CH,4,C,2010-11-16 00:00:00,30.26922352,-97.69513602,2010,11,45,14
2010-11-20,MURDER,N,2010-11-20 02:23:00,PARKING LOTS / GARAGE,500 HARDIN CT,78753.0,4.0,ED,1,C,2010-11-20 00:00:00,30.36852264,-97.68404594,2010,11,46,20
2010-12-22,MURDER,Y,2010-12-23 16:53:00,RESIDENCE / HOME,8767 BIRMINGHAM DR,78748.0,5.0,FR,3,C,2011-04-23 00:00:00,30.17857107,-97.8039746,2010,12,51,22
2011-01-20,CAPITAL MURDER,N,2011-01-20 13:41:00,COMMERCIAL / OFFICE BUILDING,4600 TERI RD,78744.0,2.0,FR,5,C,2011-07-04 00:00:00,30.19713111,-97.74363213,2011,1,3,20
2011-01-20,MURDER,N,2011-01-22 16:11:00,FIELD / WOODS,5000 BLOCK WINNEBAGO LN,78744.0,2.0,FR,6,C,2011-01-29 00:00:00,30.2062528,-97.73109526,2011,1,3,20
2011-02-02,CAPITAL MURDER,Y,2011-02-02 13:37:00,RESIDENCE / HOME,11441 N IH 35 SVRD NB,78753.0,1.0,ED,7,C,2011-02-04 00:00:00,30.37919124,-97.67300854,2011,2,5,2
2011-02-28,CAPITAL MURDER,Y,2011-02-28 15:10:00,RESIDENCE / HOME,311 DELMAR AVE,78752.0,4.0,ID,8,C,2011-03-12 00:00:00,30.33792957,-97.70634321,2011,2,9,28
2011-03-31,CAPITAL MURDER,N,2011-03-31 14:29:00,PARKING LOTS / GARAGE,2425 E RIVERSIDE DR,78741.0,3.0,HE,2,C,2011-04-20 00:00:00,30.23532226,-97.72493362,2011,3,13,31
2011-04-03,CAPITAL MURDER,N,2011-04-03 00:25:00,RESIDENCE / HOME,12334 COPPERFIELD DR,78753.0,7.0,ED,6,C,2011-04-12 00:00:00,30.39540596,-97.66049196,2011,4,13,3
2011-04-18,CAPITAL MURDER,N,2011-04-18 18:44:00,RESIDENCE / HOME,7121 DIXIE DR,78744.0,2.0,FR,7,C,2011-05-19 00:00:00,30.16995707,-97.74100511,2011,4,16,18
2011-05-14,MURDER,N,2011-05-14 04:41:00,BAR / NIGHT CLUB,509 E BEN WHITE BLVD EB,78745.0,3.0,DA,3,C,2012-03-08 00:00:00,30.21988202,-97.75851164,2011,5,19,14
2011-05-23,CAPITAL MURDER,Y,2011-05-23 14:43:00,RESIDENCE / HOME,815 W SLAUGHTER LN,78748.0,5.0,FR,2,C,2011-05-26 00:00:00,30.17368492,-97.8063974,2011,5,21,23
2011-06-11,MURDER,N,2011-06-11 02:19:00,RESIDENCE / HOME,1332 LAMAR SQUARE DR,78704.0,5.0,DA,1,N,2013-12-26 00:00:00,30.25417655,-97.76512759,2011,6,23,11
2011-08-01,MURDER,Y,2011-08-01 16:31:00,RESIDENCE / HOME,4802 BRIGHTON RD,78745.0,5.0,DA,3,C,2011-08-02 00:00:00,30.22009746,-97.78606452,2011,8,31,1
2011-08-12,MURDER,N,2011-08-12 18:32:00,FIELD / WOODS,3100 BLOCK GONZALES ST,78702.0,3.0,CH,2,N,2016-05-18 00:00:00,30.25926576,-97.70644317,2011,8,32,12
2011-08-21,MURDER,N,2011-08-21 22:14:00,PARKING LOTS / GARAGE,8600 RESEARCH BLVD SVRD SB,78757.0,7.0,ID,7,C,2011-08-24 00:00:00,30.36161556,-97.71831158,2011,8,33,21
2011-08-25,CAPITAL MURDER,Y,2011-08-25 01:30:00,RESIDENCE / HOME,1711 RUTLAND DR,78758.0,4.0,ED,2,C,2011-08-29 00:00:00,30.37521409,-97.71174462,2011,8,34,25
2011-08-27,MURDER,N,2011-08-27 23:50:00,RESIDENCE / HOME,5505 HUDSON ST,78721.0,1.0,CH,5,C,2011-09-02 00:00:00,30.27342282,-97.67899696,2011,8,34,27
2011-09-13,MURDER,N,2011-09-13 13:35:00,STREETS / HWY / ROAD / ALLEY,5501 DELWOOD DR,78723.0,4.0,ID,4,C,2011-09-20 00:00:00,30.3076813,-97.69150122,2011,9,37,13
2011-09-19,CAPITAL MURDER,N,2011-09-19 16:31:00,STREETS / HWY / ROAD / ALLEY,2110 E 4TH ST,78702.0,3.0,CH,1,C,2011-09-28 00:00:00,30.25896147,-97.72048043,2011,9,38,19
2011-09-22,MURDER,N,2011-09-23 18:44:00,RESIDENCE / HOME,6717 BLUFF SPRINGS RD,78744.0,2.0,FR,8,C,2011-09-29 00:00:00,30.18616655,-97.7679958,2011,9,38,22
2011-09-29,MURDER,Y,2011-09-29 18:52:00,STREETS / HWY / ROAD / ALLEY,1222 S LAMAR BLVD,78704.0,5.0,DA,1,C,2011-10-04 00:00:00,30.2542022,-97.76311519,2011,9,39,29
2011-10-15,MURDER,N,2011-10-16 10:44:00,FIELD / WOODS,2713 S CONGRESS AVE,78704.0,3.0,DA,2,C,2011-10-31 00:00:00,30.23432644,-97.75644781,2011,10,41,15
2011-10-28,MURDER,N,2011-10-28 05:19:00,PARKING LOTS / GARAGE,6409 SPRINGDALE RD,78723.0,1.0,CH,4,C,2011-10-31 00:00:00,30.30714138,-97.66939998,2011,10,43,28
2011-11-21,MURDER,N,2011-11-22 07:52:00,BAR / NIGHT CLUB,110 E RIVERSIDE DR,78704.0,9.0,HE,1,N,2016-05-11 00:00:00,30.25700265,-97.74620192,2011,11,47,21
2011-11-29,MURDER,N,2011-11-29 20:17:00,STREETS / HWY / ROAD / ALLEY,4800 CYPRESS BND,78744.0,2.0,FR,6,N,2011-12-13 00:00:00,30.19758095,-97.73542592,2011,11,48,29
2011-12-04,MURDER,N,2011-12-04 02:59:00,STREETS / HWY / ROAD / ALLEY,201 W 5TH ST,78701.0,9.0,GE,1,C,2011-12-27 00:00:00,30.2673273,-97.74483528,2011,12,48,4
2011-12-21,MURDER,N,2011-12-21 21:30:00,STREETS / HWY / ROAD / ALLEY,201 W 5TH ST,78701.0,9.0,GE,1,C,2011-12-27 00:00:00,30.2673273,-97.74483528,2011,12,51,21
2011-12-24,MURDER,N,2011-12-24 11:05:00,STREETS / HWY / ROAD / ALLEY,700 BLOCK NECHES ST,78701.0,9.0,GE,2,C,2011-12-26 00:00:00,30.26818931,-97.73782239,2011,12,51,24
2012-01-01,MURDER,N,2012-01-01 02:49:00,RESIDENCE / HOME,3102 1/2 KING ST,78705.0,9.0,BA,3,O,2012-12-21 00:00:00,30.29925361,-97.74281259,2012,1,52,1
2012-01-02,MURDER,N,2012-01-02 14:09:00,PARKING LOTS / GARAGE,9209 N LAMAR BLVD,78753.0,4.0,ED,1,C,2012-01-04 00:00:00,30.36152016,-97.69739419,2012,1,1,2
2012-01-08,MURDER,N,2012-01-08 08:47:00,STREETS / HWY / ROAD / ALLEY,11152 FRANKLINS TALE LOOP,78748.0,5.0,FR,1,C,2012-01-08 00:00:00,30.15759481,-97.82985819,2012,1,1,8
2012-02-03,MURDER,N,2012-02-03 03:06:00,RESIDENCE / HOME,11304 STAKED PLAINS DR,78717.0,6.0,AD,5,C,2012-02-03 00:00:00,30.49458828,-97.79191539,2012,2,5,3
2012-03-17,MURDER,N,2012-03-17 01:15:00,PARKING LOTS / GARAGE,924 E 51ST ST,78751.0,9.0,ID,6,C,2012-04-05 00:00:00,30.31123284,-97.71284564,2012,3,11,17
2012-04-06,CAPITAL MURDER,N,2012-04-06 02:20:00,GROCERY / SUPERMARKET,12900 N IH 35 SVRD SB,78753.0,7.0,ED,4,C,2012-04-06 00:00:00,30.41357997,-97.67568979,2012,4,14,6
2012-04-08,MURDER,N,2012-04-08 15:10:00,RESIDENCE / HOME,6410 CHIMNEY CREEK CIR,78723.0,1.0,ID,4,C,2013-02-02 00:00:00,30.31248256,-97.67748192,2012,4,14,8
2012-04-09,CAPITAL MURDER,N,2012-04-09 01:16:00,BAR / NIGHT CLUB,501 E BEN WHITE BLVD SVRD EB,78745.0,3.0,DA,3,C,2012-04-10 00:00:00,30.21908819,-97.75842513,2012,4,15,9
2012-04-22,MURDER,N,2012-04-22 10:20:00,RESIDENCE / HOME,2101 ELMONT DR,78741.0,3.0,HE,2,C,2012-04-24 00:00:00,30.24108968,-97.72587701,2012,4,16,22
2012-04-28,MURDER,N,2012-04-28 23:22:00,PARKING LOTS / GARAGE,2400 WICKERSHAM LN,78741.0,3.0,HE,4,N,2012-05-07 00:00:00,30.22764855,-97.72330072,2012,4,17,28
2012-05-01,MURDER,N,2012-05-01 04:39:00,PARKING LOTS / GARAGE,5209 CAMERON RD,78723.0,4.0,ID,5,C,2012-05-04 00:00:00,30.31036374,-97.70787343,2012,5,18,1
2012-05-09,MURDER,Y,2012-05-09 07:46:00,RESIDENCE / HOME,1709 HASKELL ST,78702.0,3.0,CH,1,O,2012-05-09 00:00:00,30.25279248,-97.72804472,2012,5,19,9
2012-06-10,MURDER,Y,2012-06-10 03:03:00,STREETS / HWY / ROAD / ALLEY,11300 BLOCK PTARMIGAN CV,78758.0,7.0,ED,4,O,2012-09-26 00:00:00,30.39098559,-97.70412673,2012,6,23,10
2012-06-15,MURDER,N,2012-06-15 10:23:00,GOVERNMENT / PUBLIC BUILDING,841 W 9TH ST,78701.0,9.0,GE,1,C,2012-09-26 00:00:00,30.27328285,-97.75102247,2012,6,24,15
2012-06-24,MURDER,N,2012-06-24 04:25:00,FIELD / WOODS,4504 TRAVIS COUNTRY CIR,78735.0,8.0,DA,5,C,2012-06-26 00:00:00,30.24563683,-97.82762319,2012,6,25,24
2012-06-25,MURDER,N,2012-06-25 00:20:00,STREETS / HWY / ROAD / ALLEY,10700 SPRINKLE CUTOFF RD,78754.0,1.0,ED,5,C,2012-06-26 00:00:00,30.35788826,-97.64892797,2012,6,26,25
2012-07-09,MURDER,N,2012-07-09 05:49:00,STREETS / HWY / ROAD / ALLEY,200 BLOCK W LOLA DR,78753.0,4.0,ED,1,C,2012-08-03 00:00:00,30.34746438,-97.70429501,2012,7,28,9
2012-07-11,MURDER,N,2012-07-11 01:30:00,STREETS / HWY / ROAD / ALLEY,1100 KIRK AVE,78702.0,3.0,CH,2,O,2012-12-21 00:00:00,30.26448842,-97.69745797,2012,7,28,11
2012-07-23,MURDER,N,2012-07-24 08:10:00,OTHER / UNKNOWN,200 W CESAR CHAVEZ ST,78701.0,9.0,GE,4,,,30.26422291,-97.74636963,2012,7,30,23
2012-08-10,MURDER,Y,2012-08-10 15:37:00,GOVERNMENT / PUBLIC BUILDING,800 GROVE BLVD,78741.0,3.0,HE,3,C,2012-08-13 00:00:00,30.23778745,-97.70131314,2012,8,32,10
2012-09-08,MURDER,N,2012-09-08 08:30:00,OTHER / UNKNOWN,12349 METRIC BLVD,78758.0,7.0,ED,4,C,2012-10-18 00:00:00,30.40977797,-97.69537019,2012,9,36,8
2012-09-25,MURDER,N,2012-09-25 20:39:00,PARKING LOTS / GARAGE,2915 S IH 35 SVRD NB,78741.0,3.0,HE,2,O,2013-10-02 00:00:00,30.22676056,-97.74391451,2012,9,39,25
2012-09-26,MURDER,N,2012-09-26 01:05:00,BAR / NIGHT CLUB,3110 MANOR RD,78723.0,1.0,BA,4,O,2012-10-09 00:00:00,30.28667852,-97.70496505,2012,9,39,26
2012-10-02,MURDER,Y,2012-10-02 19:43:00,RESIDENCE / HOME,12800 TURTLE ROCK RD,78729.0,6.0,AD,4,C,2012-10-02 00:00:00,30.45157753,-97.7741391,2012,10,40,2
2012-10-21,MURDER,N,2012-10-21 02:23:00,STREETS / HWY / ROAD / ALLEY,5700 LOYOLA LN,78724.0,1.0,CH,7,C,2014-03-28 00:00:00,30.30317503,-97.65684323,2012,10,42,21
2012-11-08,MURDER,N,2012-11-08 18:08:00,STREETS / HWY / ROAD / ALLEY,2000 BLOCK UPHILL LN,78741.0,3.0,HE,5,C,2012-11-12 00:00:00,30.21967214,-97.69535884,2012,11,45,8
2012-11-09,MURDER,N,2012-11-10 03:25:00,STREETS / HWY / ROAD / ALLEY,8610 N LAMAR BLVD,78758.0,4.0,ED,2,C,2012-11-14 00:00:00,30.3551549,-97.70364774,2012,11,45,9
2012-11-12,MURDER,N,2012-11-12 00:24:00,RESIDENCE / HOME,12410 ALAMEDA TRACE CIR,78727.0,6.0,AD,3,O,2013-03-08 00:00:00,30.43258147,-97.74508798,2012,11,46,12
2012-11-15,MURDER,Y,2012-11-15 20:35:00,RESIDENCE / HOME,2614 LITTLE JOHN LN,78704.0,9.0,DA,2,C,2012-11-21 00:00:00,30.23250703,-97.74995895,2012,11,46,15
2012-11-18,MURDER,Y,2012-11-18 20:29:00,RESIDENCE / HOME,13005 PERCONTE DR,78617.0,2.0,HE,7,O,2012-11-18 00:00:00,30.16820038,-97.61949557,2012,11,46,18
2012-12-30,MURDER,Y,2012-12-30 12:45:00,RESIDENCE / HOME,6636 W WILLIAM CANNON DR,78735.0,8.0,DA,6,C,2012-12-30 00:00:00,30.2437569,-97.86237684,2012,12,52,30
2013-02-15,MURDER,Y,2013-02-15 13:03:00,RESIDENCE / HOME,1127 RUTLAND DR,78758.0,4.0,ED,1,C,2013-02-15 00:00:00,30.36635785,-97.70233999,2013,2,7,15
2013-02-22,MURDER,N,2013-02-26 09:56:00,OTHER / UNKNOWN,6000 BLOCK E BEN WHITE BLVD SVRD EB,78744.0,2.0,FR,6,C,2013-02-28 00:00:00,30.2125682,-97.71614606,2013,2,8,22
