occurred_date_time,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,pra,census_tract,clearance_status,clearance_date,category_description,latitude,longitude,year,month,week,day,hour
2018-06-16 20:44:00,MANSLAUGHTER,False,2018-06-16 20:44:00,GAS / SERVICE STATIONS,REDD ST / MANCHACA RD,78745.0,5.0,DA,3,489.0,,True,2018-06-17 00:00:00,Murder,30.22825814,-97.78941237,2018.0,6.0,24.0,16.0,20.0
2018-06-21 15:09:00,MURDER,False,2018-06-21 15:09:00,STREETS / HWY / ROAD / ALLEY,HUNTWICK DR / E OLTORF ST,78741.0,3.0,HE,4,458.0,,True,2018-06-21 00:00:00,Murder,30.22662317,-97.72589067,2018.0,6.0,25.0,21.0,15.0
2018-06-27 17:01:00,MURDER,False,2018-06-27 17:01:00,GAS / SERVICE STATIONS,13014 POND SPRINGS RD,78729.0,6.0,AD,4,162.0,204.0,True,2018-06-29 00:00:00,Murder,30.44090837,-97.77369554,2018.0,6.0,26.0,27.0,17.0
2018-06-29 22:55:00,MANSLAUGHTER,False,2018-06-29 22:55:00,PARKING LOTS / GARAGE,9070 RESEARCH BLVD SVRD SB,78757.0,7.0,BA,6,233.0,18.17,True,2018-07-01 00:00:00,Murder,30.37308346,-97.7278528,2018.0,6.0,26.0,29.0,22.0
2018-07-04 01:26:00,MURDER,False,2018-07-04 01:26:00,PARKING LOTS / GARAGE,2501 ANKEN DR,78741.0,3.0,HE,2,457.0,23.16,True,2018-07-05 00:00:00,Murder,30.22935836,-97.72771402,2018.0,7.0,27.0,4.0,1.0
2018-07-09 13:35:00,MURDER,False,2018-07-09 13:35:00,HOTEL / MOTEL / ETC.,1500 S LAMAR BLVD,78704.0,5.0,DA,1,451.0,13.03,True,2018-07-13 00:00:00,Murder,30.25255564,-97.76453076,2018.0,7.0,28.0,9.0,13.0
2018-08-24 22:23:00,MURDER,False,2018-08-25 00:14:00,STREETS / HWY / ROAD / ALLEY,1615 MEARNS MEADOW BLVD,78758.0,4.0,ED,2,219.0,,,,Murder,30.37890614,-97.70695576,2018.0,8.0,34.0,24.0,22.0
2018-09-01 07:37:00,MURDER,False,2018-09-01 07:37:00,PARKING LOTS / GARAGE,1307 E 52ND ST,78723.0,4.0,ID,5,48.0,21.0,True,2018-09-03 00:00:00,Murder,30.30815673,-97.70539758,2018.0,9.0,35.0,1.0,7.0
2018-09-11 14:57:00,MURDER,False,2018-09-11 17:23:00,PARKING LOTS / GARAGE,1500 E PARMER LN,78753.0,7.0,ED,6,206.0,18.39,True,2018-12-11 00:00:00,Murder,30.38978843,-97.65120925,2018.0,9.0,37.0,11.0,14.0
2018-09-23 04:06:00,MURDER,False,2018-09-23 04:07:00,BAR / NIGHT CLUB,1934 RUTLAND DR,78758.0,4.0,ED,2,219.0,18.21,,,Murder,30.37972058,-97.71302423,2018.0,9.0,38.0,23.0,4.0
2018-09-25 23:25:00,MURDER,True,2018-09-26 01:41:00,RESIDENCE / HOME,5604 PALISADE CT,78731.0,10.0,BA,7,283.0,,True,2018-09-26 00:00:00,Murder,30.34039947,-97.78221893,2018.0,9.0,39.0,25.0,23.0
2018-09-27 23:47:00,MURDER,False,2018-09-27 23:47:00,RESIDENCE / HOME,7330 BLUFF SPRINGS RD,78744.0,2.0,FR,8,529.0,24.27,True,2018-09-28 00:00:00,Murder,30.17952332,-97.77026779,2018.0,9.0,39.0,27.0,23.0
2018-09-29 23:55:00,MURDER,False,2018-09-29 23:55:00,RESIDENCE / HOME,2101 E BEN WHITE BLVD EB,78744.0,2.0,FR,6,494,24.11,True,2018-11-26 00:00:00,Murder,30.21574979,-97.74004849,2018.0,9.0,39.0,29.0,23.0
2018-10-03 17:58:00,MURDER,False,2018-10-03 17:58:00,PARKING LOTS / GARAGE,9133 NORTHGATE BLVD,78758.0,4.0,ED,2,235.0,18.2,True,2018-11-01 00:00:00,Murder,30.3711701,-97.71587339,2018.0,10.0,40.0,3.0,17.0
2018-11-06 12:33:00,CAPITAL MURDER,False,2018-11-06 12:33:00,PARKING LOTS / GARAGE,1030 NORWOOD PARK BLVD,78753.0,4.0,ID,2,252.0,18.13,True,2018-12-04 00:00:00,Murder,30.3391525,-97.69116892,2018.0,11.0,45.0,6.0,12.0
2018-11-11 11:32:00,MURDER,True,2018-11-11 11:32:00,PARKING LOTS / GARAGE,4701 S IH 35 SVRD NB,78744.0,2.0,FR,5,493.0,24.11,True,2019-01-23 00:00:00,Murder,30.20809201,-97.75526036,2018.0,11.0,45.0,11.0,11.0
2018-11-13 14:48:00,MURDER,False,2018-11-13 14:48:00,HOTEL / MOTEL / ETC.,11105 N IH 35 SVRD NB,78753.0,1.0,ED,7,759.0,18.33,True,2018-12-03 00:00:00,Murder,30.37472693,-97.67683667,2018.0,11.0,46.0,13.0,14.0
2018-12-23 12:34:00,MANSLAUGHTER,True,2018-12-23 12:34:00,RESIDENCE / HOME,12507 RAMPART ST,78727.0,7.0,AD,3,828.0,18.48,True,2019-01-14 00:00:00,Murder,30.41507954,-97.6926388,2018.0,12.0,51.0,23.0,12.0
2018-12-29 00:00:00,MURDER,False,2018-12-31 23:04:00,FIELD / WOODS,7000 ED BLUESTEIN BLVD SVRD NB,78724.0,1.0,CH,7,300.0,22.0,,,Murder,30.31173768,-97.66175383,2018.0,12.0,52.0,29.0,0.0
