occurred_date_time,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,pra,census_tract,clearance_status,clearance_date,category_description,latitude,longitude,year,month,week,day,hour
2020-08-18 20:42:00,MURDER,True,2020-08-18 20:42:00,RESIDENCE / HOME,5805 MOJAVE DR,78745.0,2.0,FR,4,509.0,,True,2020-09-05 00:00:00,Murder,30.20930792,-97.7903484,2020.0,8.0,34.0,18.0,20.0
2020-08-22 19:33:00,MURDER,False,2020-08-22 19:33:00,PARKING LOTS / GARAGE,5707 MANOR RD,78723.0,1.0,ID,4,298.0,21.0,True,2020-09-27 00:00:00,Murder,30.30512792,-97.68053078,2020.0,8.0,34.0,22.0,19.0
2020-08-26 15:20:00,MURDER,False,2020-08-26 17:59:00,RESIDENCE / HOME,6617 JANES RANCH RD,78744.0,2.0,FR,6,520.0,,,,Murder,30.17062467,-97.72931662,2020.0,8.0,35.0,26.0,15.0
2020-08-27 00:29:00,MURDER,False,2020-08-27 00:30:00,STREETS / HWY / ROAD / ALLEY,E 6TH ST / BRAZOS ST,78701.0,9.0,GE,2,381.0,11.0,True,2020-08-27 00:00:00,Murder,30.26768264,-97.74146079,2020.0,8.0,35.0,27.0,0.0
2020-09-04 20:33:00,MURDER,False,2020-09-04 23:11:00,STREETS / HWY / ROAD / ALLEY,3600 CHAPMAN LN,78744.0,2.0,FR,6,496.0,24.31,True,2020-09-16 00:00:00,Murder,30.21287706,-97.72927327,2020.0,9.0,36.0,4.0,20.0
2020-09-16 05:27:00,MURDER,False,2020-09-16 05:27:00,STREETS / HWY / ROAD / ALLEY,6501 S 1ST ST,78745.0,2.0,FR,4,513.0,,,,Murder,30.19946842,-97.78625065,2020.0,9.0,38.0,16.0,5.0
2020-09-29 20:37:00,MURDER,False,2020-09-29 20:41:00,PARKING LOTS / GARAGE,12300 BLOCK YARMONT WAY,78753.0,7.0,ED,6,206.0,,,,Murder,30.39050908,-97.65568796,2020.0,9.0,40.0,29.0,20.0
2020-10-01 16:35:00,MURDER,False,2020-10-01 16:35:00,PARKING LOTS / GARAGE,12118 WALNUT PARK XING,78753.0,7.0,ED,4,205.0,,True,2020-11-03 00:00:00,Murder,30.39295402,-97.67684845,2020.0,10.0,40.0,1.0,16.0
2020-10-08 10:23:00,MURDER,False,2020-10-08 10:23:00,STREETS / HWY / ROAD / ALLEY,500 E 7TH ST,78701.0,9.0,GE,2,382.0,11.0,True,2020-10-08 00:00:00,Murder,30.26797616,-97.737619,2020.0,10.0,41.0,8.0,10.0
2020-10-25 02:04:00,MURDER,False,2020-10-25 02:04:00,BAR / NIGHT CLUB,1104 E 11TH ST,78702.0,1.0,CH,2,413.0,8.0,False,2020-10-27 00:00:00,Murder,30.26920387,-97.72859043,2020.0,10.0,43.0,25.0,2.0
2020-10-26 02:55:00,MURDER,False,2020-10-26 04:08:00,STREETS / HWY / ROAD / ALLEY,2400 E RIVERSIDE DR,78741.0,3.0,HE,2,441.0,23.0,,,Murder,30.23617615,-97.72472684,2020.0,10.0,44.0,26.0,2.0
2020-10-30 18:56:00,CAPITAL MURDER,False,2020-10-30 21:49:00,RESIDENCE / HOME,501 CARPENTER AVE,78753.0,4.0,ED,1,250.0,,True,2020-11-09 00:00:00,Murder,30.35738277,-97.69815742,2020.0,10.0,44.0,30.0,18.0
2020-11-06 17:06:00,MURDER,False,2020-11-06 20:45:00,PARKING LOTS / GARAGE,11320 FM 2222 RD,78726.0,6.0,AD,8,15.0,17.14,True,2020-12-08 00:00:00,Murder,30.40222811,-97.85212819,2020.0,11.0,45.0,6.0,17.0
2020-11-07 04:20:00,CAPITAL MURDER,False,2020-11-07 04:24:00,RESTAURANTS,8800 E US 290 HWY SVRD WB,78754.0,1.0,ED,3,253.0,18.34,True,2020-11-12 00:00:00,Murder,30.32933196,-97.65779801,2020.0,11.0,45.0,7.0,4.0
2020-11-08 07:27:00,MANSLAUGHTER,True,2020-11-08 07:27:00,RESIDENCE / HOME,1781 SPYGLASS DR,78746.0,8.0,DA,4,464.0,,True,2020-11-10 00:00:00,Murder,30.25836439,-97.79156238,2020.0,11.0,45.0,8.0,7.0
2020-11-25 21:11:00,MURDER,False,2020-11-25 21:11:00,STREETS / HWY / ROAD / ALLEY,4400 BLOCK E RIVERSIDE DR,78741.0,3.0,HE,3,442.0,23.18,True,2021-02-12 00:00:00,Murder,30.23317374,-97.72139983,2020.0,11.0,48.0,25.0,21.0
2020-11-27 09:01:00,MURDER,True,2020-11-27 09:01:00,RESIDENCE / HOME,801 SUGAREE AVE,78757.0,7.0,ID,7,263.0,,True,2020-11-27 00:00:00,Murder,30.34111111,-97.71801759,2020.0,11.0,48.0,27.0,9.0
2020-12-08 12:26:00,MURDER,False,2020-12-08 12:26:00,STREETS / HWY / ROAD / ALLEY,2400 BLOCK E RIVERSIDE DR,78741.0,3.0,HE,2,441.0,23.0,,,Murder,30.23617615,-97.72472684,2020.0,12.0,50.0,8.0,12.0
2020-12-26 19:08:00,MURDER,False,2020-12-26 19:08:00,STREETS / HWY / ROAD / ALLEY,E ST ELMO RD / S PLEASANT VALLEY RD,78744.0,2.0,FR,6,496.0,24.31,True,2021-02-11 00:00:00,Murder,30.20684684,-97.74044898,2020.0,12.0,52.0,26.0,19.0
